PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24599922","What drives the comparative effectiveness of biologics vs. methotrexate in rheumatoid arthritis? Meta-regression and graphical inspection of suspected clinical factors","Kanters S, Druyts E, Mills EJ, Thorlund K.","Rheumatology (Oxford). 2014 Jul;53(7):1264-73. doi: 10.1093/rheumatology/ket492. Epub 2014 Mar 5.","Kanters S","Rheumatology (Oxford)","2014","2014/03/07","","","10.1093/rheumatology/ket492"
"24596112","Concomitant chemoradiotherapy versus altered fractionation radiotherapy in the radiotherapeutic management of locoregionally advanced head and neck squamous cell carcinoma: An adjusted indirect comparison meta-analysis","Gupta T, Kannan S, Ghosh-Laskar S, Agarwal JP.","Head Neck. 2015 May;37(5):670-6. doi: 10.1002/hed.23661. Epub 2014 Apr 30.","Gupta T","Head Neck","2015","2014/03/06","","","10.1002/hed.23661"
"24587319","The efficacy and safety of different kinds of laparoscopic cholecystectomy: a network meta analysis of 43 randomized controlled trials","Li L, Tian J, Tian H, Sun R, Wang Q, Yang K.","PLoS One. 2014 Feb 28;9(2):e90313. doi: 10.1371/journal.pone.0090313. eCollection 2014.","Li L","PLoS One","2014","2014/03/04","PMC3938681","","10.1371/journal.pone.0090313"
"24574729","Chemotherapy for patients with gastric cancer after complete resection: a network meta-analysis","Zhang YW, Zhang YL, Pan H, Wei FX, Zhang YC, Shao Y, Han W, Liu HP, Wang ZY, Yang SH.","World J Gastroenterol. 2014 Jan 14;20(2):584-92. doi: 10.3748/wjg.v20.i2.584.","Zhang YW","World J Gastroenterol","2014","2014/02/28","PMC3923035","","10.3748/wjg.v20.i2.584"
"24508420","Cost-effectiveness of apixaban versus other new oral anticoagulants for stroke prevention in atrial fibrillation","Lip GY, Kongnakorn T, Phatak H, Kuznik A, Lanitis T, Liu LZ, Iloeje U, Hernandez L, Dorian P.","Clin Ther. 2014 Feb 1;36(2):192-210.e20. doi: 10.1016/j.clinthera.2013.12.011. Epub 2014 Feb 6.","Lip GY","Clin Ther","2014","2014/02/11","","","10.1016/j.clinthera.2013.12.011"
"24493117","Meta-analysis of postoperative morbidity and perioperative mortality in patients receiving neoadjuvant chemotherapy or chemoradiotherapy for resectable oesophageal and gastro-oesophageal junctional cancers","Kumagai K, Rouvelas I, Tsai JA, Mariosa D, Klevebro F, Lindblad M, Ye W, Lundell L, Nilsson M.","Br J Surg. 2014 Mar;101(4):321-38. doi: 10.1002/bjs.9418. Epub 2014 Feb 3.","Kumagai K","Br J Surg","2014","2014/02/05","","","10.1002/bjs.9418"
"24491514","Adalimumab versus infliximab for the treatment of moderate to severe ulcerative colitis in adult patients naïve to anti-TNF therapy: an indirect treatment comparison meta-analysis","Thorlund K, Druyts E, Mills EJ, Fedorak RN, Marshall JK.","J Crohns Colitis. 2014 Jul;8(7):571-81. doi: 10.1016/j.crohns.2014.01.010. Epub 2014 Feb 1.","Thorlund K","J Crohns Colitis","2014","2014/02/05","","","10.1016/j.crohns.2014.01.010"
"24460615","Indirect treatment comparison between fixed-dose-combinations of amlodipine/losartan and amlodipine/valsartan in blood pressure control","Lawrence Gould A, Unniachan S, Wu D.","Int J Clin Pract. 2014 Feb;68(2):163-72. doi: 10.1111/ijcp.12343.","Lawrence Gould A","Int J Clin Pract","2014","2014/01/28","","","10.1111/ijcp.12343"
"24314093","Everolimus and sunitinib for advanced pancreatic neuroendocrine tumors: a matching-adjusted indirect comparison","Signorovitch J, Swallow E, Kantor E, Wang X, Klimovsky J, Haas T, Devine B, Metrakos P.","Exp Hematol Oncol. 2013 Dec 6;2(1):32. doi: 10.1186/2162-3619-2-32.","Signorovitch J","Exp Hematol Oncol","2013","2013/12/10","PMC4175512","","10.1186/2162-3619-2-32"
"24308372","Bendamustine-rituximab: a cost-utility analysis in first-line treatment of indolent non-Hodgkin's lymphoma in England and Wales","Dewilde S, Woods B, Castaigne JG, Parker C, Dunlop W.","J Med Econ. 2014 Feb;17(2):111-24. doi: 10.3111/13696998.2013.873044. Epub 2014 Jan 13.","Dewilde S","J Med Econ","2014","2013/12/07","","","10.3111/13696998.2013.873044"
"24304656","Aliskiren/amlodipine vs. aliskiren/hydrochlorothiazide in hypertension: indirect meta-analysis of trials comparing the two combinations vs. monotherapy","Liu Y, Yan R, Song A, Niu X, Cao C, Wei J, Dong X, Gao D.","Am J Hypertens. 2014 Feb;27(2):268-78. doi: 10.1093/ajh/hpt210. Epub 2013 Dec 4.","Liu Y","Am J Hypertens","2014","2013/12/06","","","10.1093/ajh/hpt210"
"24281768","Effectiveness and cost-effectiveness of erlotinib versus gefitinib in first-line treatment of epidermal growth factor receptor-activating mutation-positive non-small-cell lung cancer patients in Hong Kong","Lee VW, Schwander B, Lee VH.","Hong Kong Med J. 2014 Jun;20(3):178-86. doi: 10.12809/hkmj133986. Epub 2013 Nov 22.","Lee VW","Hong Kong Med J","2014","2013/11/28","","","10.12809/hkmj133986"
"24204920","New oral anticoagulants are not superior to warfarin in secondary prevention of stroke or transient ischemic attacks, but lower the risk of intracranial bleeding: insights from a meta-analysis and indirect treatment comparisons","Sardar P, Chatterjee S, Wu WC, Lichstein E, Ghosh J, Aikat S, Mukherjee D.","PLoS One. 2013 Oct 25;8(10):e77694. doi: 10.1371/journal.pone.0077694. eCollection 2013.","Sardar P","PLoS One","2013","2013/11/09","PMC3808395","","10.1371/journal.pone.0077694"
"24114396","β-Adrenergic receptor antagonists and fracture risk: a meta-analysis of selectivity, gender, and site-specific effects","Toulis KA, Hemming K, Stergianos S, Nirantharakumar K, Bilezikian JP.","Osteoporos Int. 2014 Jan;25(1):121-9. doi: 10.1007/s00198-013-2498-z. Epub 2013 Oct 10.","Toulis KA","Osteoporos Int","2014","2013/10/12","","","10.1007/s00198-013-2498-z"
"24112715","Systematic literature review and meta-analysis of the efficacy and safety of prescription opioids, including abuse-deterrent formulations, in non-cancer pain management","Michna E, Cheng WY, Korves C, Birnbaum H, Andrews R, Zhou Z, Joshi AV, Schaaf D, Mardekian J, Sheng M.","Pain Med. 2014 Jan;15(1):79-92. doi: 10.1111/pme.12233. Epub 2013 Sep 23.","Michna E","Pain Med","2014","2013/10/12","","","10.1111/pme.12233"
"24083626","Long-term clinical efficacy and safety of adding cilostazol to dual antiplatelet therapy for patients undergoing PCI: a meta-analysis of randomized trials with adjusted indirect comparisons","Chen Y, Zhang Y, Tang Y, Huang X, Xie Y.","Curr Med Res Opin. 2014 Jan;30(1):37-49. doi: 10.1185/03007995.2013.850067. Epub 2013 Oct 18.","Chen Y","Curr Med Res Opin","2014","2013/10/03","","","10.1185/03007995.2013.850067"
"23981687","A common reference-based indirect comparison meta-analysis of intravenous valproate versus intravenous phenobarbitone for convulsive status epilepticus","Brigo F, Igwe SC, Nardone R, Tezzon F, Bongiovanni LG, Trinka E.","Epileptic Disord. 2013 Sep;15(3):314-23. doi: 10.1684/epd.2013.0601.","Brigo F","Epileptic Disord","2013","2013/08/29","","","10.1684/epd.2013.0601"
"23975660","Comparative efficacy of guanfacine extended release versus atomoxetine for the treatment of attention-deficit/hyperactivity disorder in children and adolescents: applying matching-adjusted indirect comparison methodology","Sikirica V, Findling RL, Signorovitch J, Erder MH, Dammerman R, Hodgkins P, Lu M, Xie J, Wu EQ.","CNS Drugs. 2013 Nov;27(11):943-53. doi: 10.1007/s40263-013-0102-x.","Sikirica V","CNS Drugs","2013","2013/08/27","PMC3824845","","10.1007/s40263-013-0102-x"
"23945680","Presentational approaches used in the UK for reporting evidence synthesis using indirect and mixed treatment comparisons","Tan SH, Bujkiewicz S, Sutton A, Dequen P, Cooper N.","J Health Serv Res Policy. 2013 Oct;18(4):224-32. doi: 10.1177/1355819613498379. Epub 2013 Aug 14.","Tan SH","J Health Serv Res Policy","2013","2013/08/16","","","10.1177/1355819613498379"
"23890909","Paclitaxel-coated balloon or primary bare nitinol stent for revascularization of femoropopliteal artery: a meta-analysis of randomized trials versus uncoated balloon and an adjusted indirect comparison","Fusaro M, Cassese S, Ndrepepa G, King LA, Tada T, Ott I, Kastrati A.","Int J Cardiol. 2013 Oct 9;168(4):4002-9. doi: 10.1016/j.ijcard.2013.06.081. Epub 2013 Jul 23.","Fusaro M","Int J Cardiol","2013","2013/07/30","","","10.1016/j.ijcard.2013.06.081"
"23881267","Relative efficacy and safety of preservative-free latanoprost (T2345) for the treatment of open-angle glaucoma and ocular hypertension: an adjusted Indirect comparison meta-analysis of randomized clinical trials","Cucherat M, Stalmans I, Rouland JF.","J Glaucoma. 2014 Jan;23(1):e69-75. doi: 10.1097/IJG.0b013e3182a075e6.","Cucherat M","J Glaucoma","2014","2013/07/25","","","10.1097/IJG.0b013e3182a075e6"
"23870607","Mixed treatment comparison meta-analysis of aspirin, warfarin, and new anticoagulants for stroke prevention in patients with nonvalvular atrial fibrillation","Assiri A, Al-Majzoub O, Kanaan AO, Donovan JL, Silva M.","Clin Ther. 2013 Jul;35(7):967-984.e2. doi: 10.1016/j.clinthera.2013.05.011.","Assiri A","Clin Ther","2013","2013/07/23","","","10.1016/j.clinthera.2013.05.011"
"23843702","Interpreting discordant indirect and multiple treatment comparison meta-analyses: an evaluation of direct acting antivirals for chronic hepatitis C infection","Druyts E, Thorlund K, Humphreys S, Lion M, Cooper CL, Mills EJ.","Clin Epidemiol. 2013 Jun 20;5:173-83. doi: 10.2147/CLEP.S44273. Print 2013.","Druyts E","Clin Epidemiol","2013","2013/07/12","PMC3702222","","10.2147/CLEP.S44273"
"23801205","[Indirect comparison of different adjuvant chemotherapies for stage II-III gastric cancer after D2 gastrectomy in Asian patients]","Jiang ZM, Wei Y, Zhang YD, Zhou SW, Yang Q, Xie DR.","Zhonghua Wei Chang Wai Ke Za Zhi. 2013 Jun;16(6):534-7.","Jiang ZM","Zhonghua Wei Chang Wai Ke Za Zhi","2013","2013/06/27","","",""
"23718547","Indirect comparison of randomised controlled trials: comparative efficacy of dexlansoprazole vs. esomeprazole in the treatment of gastro-oesophageal reflux disease","Wu MS, Tan SC, Xiong T.","Aliment Pharmacol Ther. 2013 Jul;38(2):190-201. doi: 10.1111/apt.12349. Epub 2013 May 29.","Wu MS","Aliment Pharmacol Ther","2013","2013/05/31","","","10.1111/apt.12349"
"23691937","Comparative efficacy of oral pharmaceuticals for the treatment of chronic peripheral neuropathic pain: meta-analysis and indirect treatment comparisons","Ney JP, Devine EB, Watanabe JH, Sullivan SD.","Pain Med. 2013 May;14(5):706-19. doi: 10.1111/pme.12091. Epub 2013 Apr 22.","Ney JP","Pain Med","2013","2013/05/23","","","10.1111/pme.12091"
"23618535","Lipophilic versus hydrophilic statin therapy for heart failure: a protocol for an adjusted indirect comparison meta-analysis","Bonsu KO, Kadirvelu A, Reidpath DD.","Syst Rev. 2013 Apr 23;2:22. doi: 10.1186/2046-4053-2-22.","Bonsu KO","Syst Rev","2013","2013/04/27","PMC3639793","","10.1186/2046-4053-2-22"
"23617453","Overview of methods for comparing the efficacies of drugs in the absence of head-to-head clinical trial data","Kim H, Gurrin L, Ademi Z, Liew D.","Br J Clin Pharmacol. 2014 Jan;77(1):116-21. doi: 10.1111/bcp.12150.","Kim H","Br J Clin Pharmacol","2014","2013/04/27","PMC3895352","","10.1111/bcp.12150"
"23592392","Authors' reply to Alatorre et al.: ""cost effectiveness of guanfacine extended-release versus atomoxetine for the treatment of attention-deficit/hyperactivity disorder: application of a matching-adjusted indirect comparison""","Erder MH, Xie J, Signorovitch JE, Chen KS, Hodgkins P, Lu M, Wu EQ, Sikirica V.","Appl Health Econ Health Policy. 2013 Jun;11(3):307. doi: 10.1007/s40258-013-0025-1.","Erder MH","Appl Health Econ Health Policy","2013","2013/04/18","PMC3663979","","10.1007/s40258-013-0025-1"
"23590560","Direct and indirect comparison of the efficacy and safety of adalimumab, etanercept, infliximab and golimumab in psoriatic arthritis","Fénix-Caballero S, Alegre-del Rey EJ, Castaño-Lara R, Puigventós-Latorre F, Borrero-Rubio JM, López-Vallejo JF.","J Clin Pharm Ther. 2013 Aug;38(4):286-93. doi: 10.1111/jcpt.12045. Epub 2013 Apr 17.","Fénix-Caballero S","J Clin Pharm Ther","2013","2013/04/18","","","10.1111/jcpt.12045"
"27905751","Ingenol Mebutate -- Benefit Assessment According to §35a Social Code Book V","Institute for Quality and Efficiency in Health Care.","Cologne, Germany: Institute for Quality and Efficiency in Health Care (IQWiG); 2013 Apr 11. Extract of Dossier Assessment No. A13-04.","Institute for Quality and Efficiency in Health Care","Ingenol Mebutate -- Benefit Assessment According to §35a Social Code Book V","2013","2013/04/11","","",""
"23569909","Additive potential of ginger starch on antifungal potency of honey against Candida albicans","Moussa A, Noureddine D, Hammoudi SM, Saad A, Bourabeh A, Houari H.","Asian Pac J Trop Biomed. 2012 Apr;2(4):253-5. doi: 10.1016/S2221-1691(12)60018-5.","Moussa A","Asian Pac J Trop Biomed","2012","2013/04/10","PMC3609294","","10.1016/S2221-1691(12)60018-5"
"23557834","Subcutaneous and sublingual immunotherapy for seasonal allergic rhinitis: a systematic review and indirect comparison","Dretzke J, Meadows A, Novielli N, Huissoon A, Fry-Smith A, Meads C.","J Allergy Clin Immunol. 2013 May;131(5):1361-6. doi: 10.1016/j.jaci.2013.02.013. Epub 2013 Apr 1.","Dretzke J","J Allergy Clin Immunol","2013","2013/04/06","","","10.1016/j.jaci.2013.02.013"
"23549384","Comparing Bayesian and frequentist approaches for multiple outcome mixed treatment comparisons","Hong H, Carlin BP, Shamliyan TA, Wyman JF, Ramakrishnan R, Sainfort F, Kane RL.","Med Decis Making. 2013 Jul;33(5):702-14. doi: 10.1177/0272989X13481110. Epub 2013 Apr 2.","Hong H","Med Decis Making","2013","2013/04/04","","","10.1177/0272989X13481110"
"23539190","Cost effectiveness of guanfacine extended-release versus atomoxetine for the treatment of attention-deficit/hyperactivity disorder: application of a matching-adjusted indirect comparison","Alatorre CI, Haynes V, Faries D, Upadhyaya H, Kelsey D.","Appl Health Econ Health Policy. 2013 Jun;11(3):305. doi: 10.1007/s40258-013-0024-2.","Alatorre CI","Appl Health Econ Health Policy","2013","2013/03/30","","","10.1007/s40258-013-0024-2"
"23519234","Relative effects of two different enoxaparin regimens as comparators against newer oral anticoagulants: meta-analysis and adjusted indirect comparison","Kwok CS, Pradhan S, Yeong JK, Loke YK.","Chest. 2013 Aug;144(2):593-600. doi: 10.1378/chest.12-2634.","Kwok CS","Chest","2013","2013/03/23","","","10.1378/chest.12-2634"
"23638487","Case Study Comparing Bayesian and Frequentist Approaches for Multiple Treatment Comparisons","Carlin BP, Hong H, Shamliyan TA, Sainfort F, Kane RL.","Rockville (MD): Agency for Healthcare Research and Quality (US); 2013 Mar. Report No.: 12(13)-EHC103-EF.","Carlin BP","Case Study Comparing Bayesian and Frequentist Approaches for Multiple Treatment Comparisons","2013","2013/03/01","","",""
"23442134","Biological treatments for moderate-to-severe psoriasis: indirect comparison","Galván-Banqueri M, Marín Gil R, Santos Ramos B, Bautista Paloma FJ.","J Clin Pharm Ther. 2013 Apr;38(2):121-30. doi: 10.1111/jcpt.12044. Epub 2013 Feb 26.","Galván-Banqueri M","J Clin Pharm Ther","2013","2013/02/28","","","10.1111/jcpt.12044"
"23339434","Matching-adjusted indirect comparison of adalimumab vs etanercept and infliximab for the treatment of psoriatic arthritis","Kirson NY, Rao S, Birnbaum HG, Kantor E, Wei RS, Cifaldi M.","J Med Econ. 2013;16(4):479-89. doi: 10.3111/13696998.2013.768530. Epub 2013 Feb 7.","Kirson NY","J Med Econ","2013","2013/01/24","","","10.3111/13696998.2013.768530"
"23244817","Rank reversal in indirect comparisons","Norton EC, Miller MM, Wang JJ, Coyne K, Kleinman LC.","Value Health. 2012 Dec;15(8):1137-40. doi: 10.1016/j.jval.2012.06.001. Epub 2012 Sep 7.","Norton EC","Value Health","2012","2012/12/19","PMC3527821","NIHMS390121","10.1016/j.jval.2012.06.001"
"23239696","Measures used to treat contrast-induced nephropathy: overview of reviews","Kwok CS, Pang CL, Yeong JK, Loke YK.","Br J Radiol. 2013 Jan;86(1021):20120272. doi: 10.1259/bjr.20120272.","Kwok CS","Br J Radiol","2013","2012/12/15","PMC3615404","","10.1259/bjr.20120272"
"23196824","Bioequivalence between generic tacrolimus products marketed in Spain by adjusted indirect comparison","Herranz M, Morales-Alcelay S, Corredera-Hernández MT, de la Torre-Alvarado JM, Blázquez-Pérez A, Suárez-Gea ML, Alvarez C, García-Arieta A.","Eur J Clin Pharmacol. 2013 May;69(5):1157-62. doi: 10.1007/s00228-012-1456-6. Epub 2012 Nov 30.","Herranz M","Eur J Clin Pharmacol","2013","2012/12/01","","","10.1007/s00228-012-1456-6"
"23186991","Overall similarity and consistency assessment scores are not sufficiently accurate for predicting discrepancy between direct and indirect comparison estimates","Xiong T, Parekh-Bhurke S, Loke YK, Abdelhamid A, Sutton AJ, Eastwood AJ, Holland R, Chen YF, Walsh T, Glenny AM, Song F.","J Clin Epidemiol. 2013 Feb;66(2):184-91. doi: 10.1016/j.jclinepi.2012.06.022. Epub 2012 Nov 24.","Xiong T","J Clin Epidemiol","2013","2012/11/29","PMC3537077","","10.1016/j.jclinepi.2012.06.022"
"23177302","[Clinical evidence synthesis and network meta-analysis with indirect-treatment comparisons]","Catalá-López F, Tobías A.","Med Clin (Barc). 2013 Feb 16;140(4):182-7. doi: 10.1016/j.medcli.2012.09.013. Epub 2012 Nov 21.","Catalá-López F","Med Clin (Barc)","2013","2012/11/27","","","10.1016/j.medcli.2012.09.013"
"23167972","Impact of evergreening on patients and health insurance: a meta analysis and reimbursement cost analysis of citalopram/escitalopram antidepressants","Alkhafaji AA, Trinquart L, Baron G, Desvarieux M, Ravaud P.","BMC Med. 2012 Nov 20;10:142. doi: 10.1186/1741-7015-10-142.","Alkhafaji AA","BMC Med","2012","2012/11/22","PMC3520785","","10.1186/1741-7015-10-142"
