doi	section	ITC num	Ind studies num	questions	decision	PMID
10.2217/fon-2020-0823	results	5	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.13;0.46]	33052055
10.2217/fon-2020-0823	results	5	NA	Primary outcome: adjusted treatment effect	NA	33052055
10.2217/fon-2020-0823	results	5	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.13;0.49]	33052055
10.2217/fon-2020-0823	results	5	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	6	NA	Sample size of the population of interest in the non IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	6	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	6	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	6	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	6	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	6	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	6	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	6	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	6	NA	Primary outcome: unadjusted treatment effect	0.25	33052055
10.2217/fon-2020-0823	results	6	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.13;0.46]	33052055
10.2217/fon-2020-0823	results	6	NA	Primary outcome: adjusted treatment effect	0.11	33052055
10.2217/fon-2020-0823	results	6	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.05;0.22]	33052055
10.2217/fon-2020-0823	results	7	NA	Sample size of the population of interest in the non IPD treatment arm	31	33052055
10.2217/fon-2020-0823	results	7	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	7	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	7	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	7	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	7	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	7	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	7	NA	Primary outcome: unadjusted treatment effect	0.28	33052055
10.2217/fon-2020-0823	results	7	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.16;0.50]	33052055
10.2217/fon-2020-0823	results	7	NA	Primary outcome: adjusted treatment effect	0.37	33052055
10.2217/fon-2020-0823	results	7	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.20;0.69]	33052055
10.2217/fon-2020-0823	results	7	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	results	8	NA	Sample size of the population of interest in the non IPD treatment arm	31	33052055
10.2217/fon-2020-0823	results	8	NA	Initial sample size of the population of interest in the IPD treatment arm	193	33052055
10.2217/fon-2020-0823	results	8	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	193	33052055
10.2217/fon-2020-0823	results	8	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	8	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	8	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	8	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	8	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	8	NA	Primary outcome: unadjusted treatment effect	0.28	33052055
10.2217/fon-2020-0823	results	8	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.16;0.50]	33052055
10.2217/fon-2020-0823	results	8	NA	Primary outcome: adjusted treatment effect	0.25	33052055
10.2217/fon-2020-0823	results	8	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.14;0.44]	33052055
10.2217/fon-2020-0823	results	9	NA	Sample size of the population of interest in the non IPD treatment arm	40	33052055
10.2217/fon-2020-0823	results	9	NA	Reporting of a weights' distribution evaluation (MAIC)	NA	33052055
10.2217/fon-2020-0823	results	9	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	33052055
10.2217/fon-2020-0823	results	9	NA	Number of covariates adjusted for/matched on	NA	33052055
10.2217/fon-2020-0823	results	9	NA	Covariates adjusted for/matched on in the indirect comparison	NA	33052055
10.2217/fon-2020-0823	results	9	NA	Primary outcome: treatment effect contrast	HR	33052055
10.2217/fon-2020-0823	results	9	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	33052055
10.2217/fon-2020-0823	results	9	NA	Primary outcome: unadjusted treatment effect	0.27	33052055
10.2217/fon-2020-0823	results	9	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[0.16;0.44]	33052055
10.2217/fon-2020-0823	results	9	NA	Primary outcome: adjusted treatment effect	0.47	33052055
10.2217/fon-2020-0823	results	9	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.29;0.75]	33052055
10.2217/fon-2020-0823	results	9	NA	Initial sample size of the population of interest in the IPD treatment arm	NA	33052055
10.2217/fon-2020-0823	study_information	NA	1	Patient-level data used	Yes	NA
10.2217/fon-2020-0823	study_information	NA	1	Clinical Trial	Yes	NA
10.2217/fon-2020-0823	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02760498	NA
10.2217/fon-2020-0823	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.2217/fon-2020-0823	study_information	NA	1	Phase of the clinical trial (clinical trial only)	2	NA
10.2217/fon-2020-0823	study_information	NA	1	Number of treatment arms (clinical trial only)	1	NA
10.2217/fon-2020-0823	study_information	NA	10	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	10	Clinical Trial	Yes	NA
10.2217/fon-2020-0823	study_information	NA	10	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT03284424	NA
10.2217/fon-2020-0823	study_information	NA	10	Country where the clinical trial/observational study was conducted (international if more than one)	international	NA
10.2217/fon-2020-0823	study_information	NA	10	Phase of the clinical trial (clinical trial only)	2	NA
10.2217/fon-2020-0823	study_information	NA	10	Number of treatment arms (clinical trial only)	1	NA
10.2217/fon-2020-0823	study_information	NA	11	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	11	Clinical Trial	No	NA
10.2217/fon-2020-0823	study_information	NA	11	Data source name (only if observational study or clinical trial without NCT)	peyrade et al. (2018)	NA
10.2217/fon-2020-0823	study_information	NA	2	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	2	Clinical Trial	Yes	NA
10.2217/fon-2020-0823	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT01198028	NA
10.2217/fon-2020-0823	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.2217/fon-2020-0823	study_information	NA	2	Phase of the clinical trial (clinical trial only)	2	NA
10.2217/fon-2020-0823	study_information	NA	2	Number of treatment arms (clinical trial only)	1	NA
10.2217/fon-2020-0823	study_information	NA	3	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	3	Clinical Trial	No	NA
10.2217/fon-2020-0823	study_information	NA	3	Data source name (only if observational study or clinical trial without NCT)	jarkowski et al. (2016)	NA
10.2217/fon-2020-0823	study_information	NA	4	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	4	Clinical Trial	Yes	NA
10.2217/fon-2020-0823	study_information	NA	4	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00240682	NA
10.2217/fon-2020-0823	study_information	NA	4	Country where the clinical trial/observational study was conducted (international if more than one)	france	NA
10.2217/fon-2020-0823	study_information	NA	4	Phase of the clinical trial (clinical trial only)	2	NA
10.2217/fon-2020-0823	study_information	NA	4	Number of treatment arms (clinical trial only)	1	NA
10.2217/fon-2020-0823	study_information	NA	5	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	5	Clinical Trial	No	NA
10.2217/fon-2020-0823	study_information	NA	5	Data source name (only if observational study or clinical trial without NCT)	picard et al. (2017)	NA
10.2217/fon-2020-0823	study_information	NA	5	Country where the clinical trial/observational study was conducted (international if more than one)	france	NA
10.2217/fon-2020-0823	study_information	NA	6	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	6	Clinical Trial	Yes	NA
10.2217/fon-2020-0823	study_information	NA	6	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00054691	NA
10.2217/fon-2020-0823	study_information	NA	6	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.2217/fon-2020-0823	study_information	NA	6	Phase of the clinical trial (clinical trial only)	2	NA
10.2217/fon-2020-0823	study_information	NA	6	Number of treatment arms (clinical trial only)	1	NA
10.2217/fon-2020-0823	study_information	NA	7	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	7	Clinical Trial	Yes	NA
10.2217/fon-2020-0823	study_information	NA	7	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02268747	NA
10.2217/fon-2020-0823	study_information	NA	7	Country where the clinical trial/observational study was conducted (international if more than one)	italy	NA
10.2217/fon-2020-0823	study_information	NA	7	Phase of the clinical trial (clinical trial only)	2	NA
10.2217/fon-2020-0823	study_information	NA	7	Number of treatment arms (clinical trial only)	1	NA
10.2217/fon-2020-0823	study_information	NA	8	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	8	Clinical Trial	Yes	NA
10.2217/fon-2020-0823	study_information	NA	8	Data source name (only if observational study or clinical trial without NCT)	foote et al. (2014)	NA
10.2217/fon-2020-0823	study_information	NA	8	Country where the clinical trial/observational study was conducted (international if more than one)	australia	NA
10.2217/fon-2020-0823	study_information	NA	8	Phase of the clinical trial (clinical trial only)	2	NA
10.2217/fon-2020-0823	study_information	NA	8	Number of treatment arms (clinical trial only)	1	NA
10.2217/fon-2020-0823	study_information	NA	9	Patient-level data used	No	NA
10.2217/fon-2020-0823	study_information	NA	9	Clinical Trial	Yes	NA
10.2217/fon-2020-0823	study_information	NA	9	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02883556	NA
10.2217/fon-2020-0823	study_information	NA	9	Country where the clinical trial/observational study was conducted (international if more than one)	france	NA
10.2217/fon-2020-0823	study_information	NA	9	Phase of the clinical trial (clinical trial only)	2	NA
10.2217/fon-2020-0823	study_information	NA	9	Number of treatment arms (clinical trial only)	1	NA
10.2217/fon-2021-1102	general_information	NA	NA	Medical Condition of Interest Name	ros1-positive non-small-cell lung cancer	NA
10.2217/fon-2021-1102	general_information	NA	NA	Countries of first author affiliations	usa	NA
10.2217/fon-2021-1102	general_information	NA	NA	Countries of last author affiliations	usa	NA
10.2217/fon-2021-1102	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company	NA
10.2217/fon-2021-1102	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.2217/fon-2021-1102	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.2217/fon-2021-1102	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.2217/fon-2021-1102	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	No	NA
