Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,12/09/2022 14:47:31,1,10.1080/14656566.2020.1811850,BZ,hereditary transthyretin-mediated amyloidosis with polyneuropathy,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01960348,,,International,3,2 or more,2,No,Yes,NCT01737398,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,patisiran,1,inotersen,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",15-month changes from baseline in mNIS+7Ionis (modified Neuropathy Impairment Score +7),"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,112,60,148,90,77,47,Not mentioned,No,9,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",Means difference,"Numerator if ratio, or left side if difference",-16.2,0.001,-12.3,0.007,"BMI = others
covariates = from Table 1",11/07/2022 12:32:58
,12/09/2022 14:56:17,1,10.1007/s40744-020-00257-w,BZ,Moderate-to-Severe Rheumatoid Arthritis,UK,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02706951,,,International,3,2 or more,2,Yes,Yes,NCT02629159,,,International,3,2 or more,3,No,Yes,NCT00853385,,,International,3,2 or more,4,No,Yes,NCT02187055,,,International,4,2 or more,,,,,,,,,,upadacitinib monotherapy,1,tofacitinib  + methotrexate,3,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Proportions of patients achieving 70% improvement in the ACR criteria (ACR70) at month 3,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,204,108,216,173,216,158,Not mentioned,Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity",Means difference,"Numerator if ratio, or left side if difference",9.60%,0.018,9.90%,0.019,,08/07/2022 14:31:07
,12/09/2022 14:57:37,2,10.1007/s40744-020-00257-w,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, upadacitinib + methotrexate,2,Tofacitinib + methotrexate,4,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them","Proportions of patients achieving 50% improvement in the ACR criteria (ACR50)at month 3,",Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,376,386,647,480,324,228,Not mentioned,Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity",Means difference,"Numerator if ratio, or left side if difference",12.70%,0.008,12.90%,0.011,,08/07/2022 16:04:10
,12/09/2022 15:12:29,1,10.3390/cancers12123648,BZ,Metastatic stage IV NSCLC (Non-small-cell lung carcinoma) with PD-L1 tumor proportion score (TPS) ≥1%.,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02039674,,,,"1, 2",2 or more,2,Yes,Yes,NCT02578680,,,,3,2 or more,3,Yes,Yes,NCT02775435,,,,3,2 or more,4,No,Yes,NCT02477826,,,International,3,2 or more,,,,,,,,,,pembrolizumab + chemotherapy,1;2;3,nivolumab + ipilimumab,4,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,NA,,NA,NA,,,Not mentioned,Yes,8,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Other(s)",HR,"Numerator if ratio, or left side if difference",0.84,0.218,0.8,0.152,"Primary approach

Unadjusted treatment effect ==> From Supplementary Materials

Smoking status = others

N (2 arms) :
N non IPD = 793
N IPD = 816
ESS IPD = 456
",08/07/2022 12:23:19
,12/09/2022 15:18:49,xx,10.3390/cancers12123648,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pembrolizumab + Chemotherapy,1;2;3,Nivolumab + Ipilimumab,4,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,NA,,NA,NA,,,Not mentioned,Yes,8,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Other(s)",HR,"Numerator if ratio, or left side if difference",0.82,0.102,0.75,0.039,"Secondary approach (Used pseudo-IPD) while the primary approach (google form 1) used the aggregated data.

Unadjusted treatment effect ==> From Supplementary Materials

Smoking status = others

N (2 arms) :
N non IPD = 793
N IPD = 816
ESS IPD = 456
",08/07/2022 14:25:34
,12/09/2022 15:29:10,1,10.1007/s12325-020-01599-1,BZ,Haemophilia A,Sweden,Sweden,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01181128,,,,3,1,2,No,No,NCT01580293,,,International,"2, 3",2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,rFVIIIFc,1,BAY 94-9027,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualised bleeding rate (ABR) ,"Continuous (count, mean, ...)",Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,110,,117,81,,,Not mentioned,Yes,6,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Other(s)",Means difference,"Numerator if ratio, or left side if difference",-2,[-3.5;-0.4],-1.9,[-3.5;-0.4],"PROTECT VIII pooled prophylaxis regimens

BMI = other

""weighted negative binomial regression model"" is equavalent to method of moment ?",07/07/2022 17:17:28
,12/09/2022 15:30:21,2,10.1007/s12325-020-01599-1,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FVIIIFc,1,BAY 94-9027,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualised bleeding rate (ABR),"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,24,,117,62,,,Not mentioned,Yes,6,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Other(s)",Means difference,"Numerator if ratio, or left side if difference",-2,[-4.6;0.6],-1.6,[-4.2;1.1],"PROTECT VIII ""Twice weekly"" regimen

BMI = others",07/07/2022 17:45:40
,12/09/2022 15:32:57,3,10.1007/s12325-020-01599-1,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FVIIIFc,1,BAY 94-9027,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualised bleeding rate (ABR),"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,43,,117,79,,,Not mentioned,Yes,6,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Other(s)",Means difference,"Numerator if ratio, or left side if difference",-0.4,[-1.9;1.1],-0.6,[-2.0;0.8],"PROTECT VIII ""Q5D"" regimen

BMI = other",07/07/2022 17:52:15
,12/09/2022 15:33:56,4,10.1007/s12325-020-01599-1,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FVIIIFc,1,BAY 94-9027,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualised bleeding rate (ABR) ,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,43,,117,45,,,Not mentioned,Yes,6,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Other(s)",Means difference,"Numerator if ratio, or left side if difference",-3.5,[-6.6;-0.4],-3.3,0.04,"PROTECT VIII ""Q7D"" regimen

BMI = other",07/07/2022 17:55:46
,12/09/2022 16:14:53,1,10.2217/cer-2020-0236,BZ,Advanced hepatocellular carcinoma,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01658878,,,International,"1, 2",2 or more,2,No,Yes,NCT01908426,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,, nivolumab + ipilimumab,1,Placebo,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), Status of prognostic factor/treatment effect modified assessed in the IPD dataset",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,137,,50,NA,,,Not mentioned,Yes,6,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",,,0.35,[0.21;0.58],,08/07/2022 11:52:19
,12/09/2022 16:31:21,1,10.1177/1756286420975916,BZ,"Relapsing forms of multiple sclerosis,",USA,USA,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT00906399,,,International,3,2 or more,x,Yes,Yes,NCT01332019,,,International,3,2 or more,x,Yes,Yes,NCT00451451,,,International,3,2 or more,2,No,Yes,NCT01067521,,,International,3,2 or more,,,,,,,,,,peginterferon beta-1a,1,Glatiramer acetate,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized relapse rate (ARR) at 1 year,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,834,,407,276,,,Not mentioned,Yes,5,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)","Aucune ""mesure"" n'est calculée : test de différence",,,,,0.375,"ARR difference = -0.04 (Have not been calculated by the authors)

ARR = rate OR continuous ???",07/07/2022 14:47:39
,12/09/2022 16:50:02,1,10.2217/cer-2020-0272,BZ,Hormone receptor-positive/HER2-negative advanced breast cancer,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01942135,,,International,3,2 or more,2,No,Yes,NCT02107703,,,International,3,2 or more,3,No,Yes,NCT02422615,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,palbociclib  + fulvestrant,1,abemaciclib + fulvestrant,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),Yes,Overall survival (OS),Time-to-event,"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,NA,NA,183,NA,97,NA,Not mentioned,Yes,12,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)",HR,"Numerator if ratio, or left side if difference",1.02,[0.69;1.52],0.87,[0.54;1.40],"Region = other

N (2 arms) :
*N non-IPD = 669
*N IPD = 280
*ESS PALOMA-3 = 135",07/07/2022 12:31:28
,12/09/2022 16:53:52,2,10.2217/cer-2020-0272,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,palbociclib + fulvestrant,1,ribociclib + fulvestrant,3,MAIC,Yes,Simple (ie treatments effects extracted from two studies),Yes,Overall survival,Time-to-event,"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,NA,NA,142,NA,75,NA,Not mentioned,Yes,8,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",HR,"Numerator if ratio, or left side if difference",1.09,[0.70;1.69],0.89,[0.48;1.63],"Region = other

N (2 arms) : 
*N non-IPD = 726 
*N IPD = 217 
*ESS PALOMA-3 = 64",07/07/2022 14:39:41
,12/09/2022 17:03:21,1,10.2217/cer-2020-0280,BZ,Acute myeloid leukemia,Canada,USA,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01546038,,,International,2,2 or more,2,No,Yes,NCT03069352,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,glasdegib + low-dos ecytarabine,1,Venetoclax + low-dose cytarabine,2,STC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),Yes,Yes,Yes,No,143,68,78,78,38,38,,Yes,6,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",HR,"Numerator if ratio, or left side if difference",0.66,[0.38;1.15],0.56,[0.24;1.32],Full exponential model,06/07/2022 14:38:41
,12/09/2022 17:04:05,xx,10.2217/cer-2020-0280,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glasdegib + low-dose cytarabine,1,Venetoclax + low-dose cytarabine,2,STC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),Yes,Yes,Yes,No,143,68,78,78,38,38,,Yes,6,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",HR,"Numerator if ratio, or left side if difference",0.66,[0.38;1.15],0.68,[0.32;1.47],Full gamma model,06/07/2022 15:50:15
