Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,02/08/2022 15:33:53,1,10.1007/s12325-019-01157-4,BZ,Non-Metastatic Castration-Resistant Prostate Cancer,UK,Germany,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01946204,,,International,3,2 or more,2,No,Yes,NCT02003924,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apalutamide,1,Enzalutamide,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Occurance of fatigue (Adverse effect),Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,933,468,NA,NA,NA,NA,Not mentioned,Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",,,0.57,[0.37;0.88],"SPARTAN initial sample size :
Apalutamide = 803 OR 806 OR 781
ADT = 398 OR 387 OR 401",
,02/08/2022 16:28:10,1,10.1007/s12325-019-01156-5,BZ,Non-Metastatic Castration-Resistant Prostate Cancer,UK,Germany,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01946204,,,International,3,2 or more,2,No,Yes,NCT02003924,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,apalutamide,1,enzalutamide,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Metastasis-Free Survival,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,Yes,No,No,933,468,NA,NA,NA,NA,Not mentioned,Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",,,0.91,[0.68;1.22],"""Although most clinically important baseline characteristics that may bias indirect treatment comparison results through effect modification were adjusted for, matching could only be done for characteristics reported in the PROSPER study.""",
,03/08/2022 12:04:24,1,10.1080/10428194.2019.1675881,BZ,multiple myeloma,Spain,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT00111319,,,USA,3,2 or more,2,No,Yes,NCT02195479,,,International,3,2 or more,3,No,Yes,NCT01063179,,,Italy,3,2 or more,4,No,Yes,NCT00443235,,,Spain,3,2 or more,,,,,,,,,,VMP (bortezomib/melphalan/prednisone),1,Modified VMP schedule,2;3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression-free survival,Time-to-event,Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),Yes,Yes,No,No,547,,344,114,,,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,8,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Denominator if ratio, or rightside if difference",0.911,0.326,0.991,0.935,"""these variables were reported and extracted from a previous study""

MAIC's weights distribution  : Min, Max, Meand, median, Q1, Q3
Clairance créat = comorbidité
",
,03/08/2022 12:52:06,1,10.1080/10428194.2019.1682571,BZ,ansplant-ineligible newly diagnosed multiple myeloma,Greece,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02195479,,,International,3,2 or more,2,No,Yes,NCT00689936,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-VMP (daratumumab–bortezomib–melphalan–prednisone),1,lenalidomide–dexamethasone,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,535,,350,248,,,Not mentioned,Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",0.88,0.51,0.68,0.086,"Rd continuous: lenalidomide and dexamethasone given in 28-day
cycles until disease progressioN

Renal function = Comorbitity",
,03/08/2022 12:55:45,2,10.1080/10428194.2019.1682571,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-VMP (daratumumab–bortezomib–melphalan–prednisone),1,lenalidomide–dexamethasone,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,541,,350,246,,,Not mentioned,Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",0.78,0.16,0.6,0.02,"Rd 18: lenalidomide and dexamethasone given for 18 cycles

Renal function = Comorbitity",
,03/08/2022 12:59:06,3,10.1080/10428194.2019.1682571,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-VMP (daratumumab–bortezomib–melphalan–prednisone),1,melphalan–prednisone–thalidomide (MPT),2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall survival,Time-to-event,"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,547,,350,248,,,Not mentioned,Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",0.68,0.024,0.53,0.003," MPT: melphalan/prednisone/thalidomide

Renal function = Comorbitity",
,03/08/2022 16:17:12,1,10.1080/10428194.2019.1648806 ,BZ,relapsed or refractory multiple myeloma,Germany,Greece,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01568866,,,International,3,2 or more,2,No,Yes,NCT02136134,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,bortezomib and dexamethasone (Vd),1,bortezomib and dexamethasone (Vd) administred for 8 cycles,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression-free survival,Time-to-event,"Nothing mentioned, not reported",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,247,,465,378,,,Not mentioned,Yes,15,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Denominator if ratio, or rightside if difference",,,1.36,[1.01;1.81],ENDEAVOR Vd 1-8 cycles,
,03/08/2022 16:20:22,2,10.1080/10428194.2019.1648806,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bortezomib and dexamethasone (Vd),1,bortezomib and dexamethasone (Vd) 8 cycles,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression-free survival,Time-to-event,"Nothing mentioned, not reported",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,247,,465,378,,,Not mentioned,Yes,15,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Denominator if ratio, or rightside if difference",,,1.79,[1.36;2.34],ENDEAVOR 9+ cycles,
,03/08/2022 17:32:05,1,10.2147/JBM.S206806,BZ,Severe hemophilia A,USA,Germany,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01580293,,,International,"2, 3",2 or more,2,No,Yes,NCT01181128,,,International,3,2 or more,3,No,Yes,NCT01736475,,,International,"2, 3",2 or more,4,No,Yes,,,Tarantino et al. 2004,,,2 or more,5,No,Yes,NCT00243386,,,International,4,2 or more,BAY 94-9027,1,rFVIIIFc,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized bleeding rate,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,140,,103,44.6,,,Not mentioned,No,,,Means difference,"Numerator if ratio, or left side if difference",0.17,[-1.35;1.70],-0.12,[-1.62;1.37],,
,03/08/2022 17:35:06,2,10.2147/JBM.S206806,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY 94-9027,1,BAX 855,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized bleeding rate,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,101,,104,78.3,,,Not mentioned,No,,,Means difference,"Numerator if ratio, or left side if difference",0.35,[-1.00;1.70],0.25,[-1.19;1.70],,
,03/08/2022 17:38:33,3,10.2147/JBM.S206806,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY 94-9027,1,rAHF-PFM (2004 study),4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized bleeding rate,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,107,,104,25.32,,,Not mentioned,No,,,Means difference,"Numerator if ratio, or left side if difference",-2.25,<0.01,-2.02,[-4.35;0.30],,
,03/08/2022 17:41:37,4,10.2147/JBM.S206806,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAY 94-9027,1,rAHF-PFM (2012 study),5,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",annualized bleeding rate,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,66,,104,55.33,,,Not mentioned,No,,,Means difference,"Numerator if ratio, or left side if difference",0.03,[-0.32;0.37],0.07,[-0.32;0.46],,
,04/08/2022 12:07:03,1,10.5152/eurjrheum.2019.19057,BZ,Psoriatic arthritis,USA,UK,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01752634,,,International,3,2 or more,2,Yes,Yes,NCT01989468,,,International,3,2 or more,3,Yes,Yes,NCT02404350,,,International,3,2 or more,4,No,Yes,NCT00317499,,,,3,2 or more,,,,,,,,,,secukinumab 150 mg,1;2;3,Etanercept,4,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 (American College of Rheumatology ) response rates at week 12,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,101,104,458,104,567,159,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",,,0.57,0.186,"Secukinumab 150 mg
Placebo-adjusted analysis at week 12

weight = Other covariate",
,04/08/2022 12:12:07,2,10.5152/eurjrheum.2019.19057,BZ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secukinumab 150 mg,1;2;3,Etanercept,4,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",ACR 20 (American College of Rheumatology ) response rates at week 24,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,101,,458,104,,,Not mentioned,Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest, Other(s)",OR,"Numerator if ratio, or left side if difference",,,1.47,0.173,"Secukinumab 150 mg
Non Placebo-adjusted analysis at week 24

weight = Other covariate",
